codigo,glosa,pais,value,anio,variable
22.0,C31,Brasil,5437.68,2017,consumo_intermedio_por_actividad_economica
23.0,C32,Brasil,3770.75,2017,consumo_intermedio_por_actividad_economica
24.0,C33,Brasil,4540.47,2017,consumo_intermedio_por_actividad_economica
25.0,CXX,Brasil,-,2017,consumo_intermedio_por_actividad_economica
,,Chile,,2017,consumo_intermedio_por_actividad_economica
0.0,C,Chile,48998.26,2017,consumo_intermedio_por_actividad_economica
1.0,C10,Chile,16496.43,2017,consumo_intermedio_por_actividad_economica
2.0,C11,Chile,4061.51,2017,consumo_intermedio_por_actividad_economica
3.0,C12,Chile,-,2017,consumo_intermedio_por_actividad_economica
4.0,C13,Chile,177.69,2017,consumo_intermedio_por_actividad_economica
5.0,C14,Chile,196.56,2017,consumo_intermedio_por_actividad_economica
6.0,C15,Chile,167.71,2017,consumo_intermedio_por_actividad_economica
7.0,C16,Chile,2505.58,2017,consumo_intermedio_por_actividad_economica
8.0,C17,Chile,3628.59,2017,consumo_intermedio_por_actividad_economica
9.0,C18,Chile,308.53,2017,consumo_intermedio_por_actividad_economica
10.0,C19,Chile,-,2017,consumo_intermedio_por_actividad_economica
11.0,C20,Chile,9758.26,2017,consumo_intermedio_por_actividad_economica
12.0,C21,Chile,775.51,2017,consumo_intermedio_por_actividad_economica
13.0,C22,Chile,1818.41,2017,consumo_intermedio_por_actividad_economica
14.0,C23,Chile,1685.45,2017,consumo_intermedio_por_actividad_economica
15.0,C24,Chile,1412.87,2017,consumo_intermedio_por_actividad_economica
16.0,C25,Chile,1572.1,2017,consumo_intermedio_por_actividad_economica
17.0,C26,Chile,42.58,2017,consumo_intermedio_por_actividad_economica
18.0,C27,Chile,569.47,2017,consumo_intermedio_por_actividad_economica
19.0,C28,Chile,496.07,2017,consumo_intermedio_por_actividad_economica
20.0,C29,Chile,68.59,2017,consumo_intermedio_por_actividad_economica
21.0,C30,Chile,44.01,2017,consumo_intermedio_por_actividad_economica
22.0,C31,Chile,356.13,2017,consumo_intermedio_por_actividad_economica
23.0,C32,Chile,65.66,2017,consumo_intermedio_por_actividad_economica
24.0,C33,Chile,932.18,2017,consumo_intermedio_por_actividad_economica
25.0,CXX,Chile,1858.37,2017,consumo_intermedio_por_actividad_economica
,,Colombia,,2017,consumo_intermedio_por_actividad_economica
0.0,C,Colombia,44708.64,2017,consumo_intermedio_por_actividad_economica
1.0,C10,Colombia,11841.25,2017,consumo_intermedio_por_actividad_economica
2.0,C11,Colombia,1229.16,2017,consumo_intermedio_por_actividad_economica
3.0,C12,Colombia,-,2017,consumo_intermedio_por_actividad_economica
4.0,C13,Colombia,726.93,2017,consumo_intermedio_por_actividad_economica
5.0,C14,Colombia,1331.68,2017,consumo_intermedio_por_actividad_economica
6.0,C15,Colombia,328.47,2017,consumo_intermedio_por_actividad_economica
7.0,C16,Colombia,179.84,2017,consumo_intermedio_por_actividad_economica
8.0,C17,Colombia,1588.15,2017,consumo_intermedio_por_actividad_economica
9.0,C18,Colombia,445.25,2017,consumo_intermedio_por_actividad_economica
10.0,C19,Colombia,11390.06,2017,consumo_intermedio_por_actividad_economica
11.0,C20,Colombia,4305.39,2017,consumo_intermedio_por_actividad_economica
12.0,C21,Colombia,598.1,2017,consumo_intermedio_por_actividad_economica
13.0,C22,Colombia,1693.3,2017,consumo_intermedio_por_actividad_economica
14.0,C23,Colombia,1675.84,2017,consumo_intermedio_por_actividad_economica
15.0,C24,Colombia,2008.26,2017,consumo_intermedio_por_actividad_economica
16.0,C25,Colombia,875.06,2017,consumo_intermedio_por_actividad_economica
17.0,C26,Colombia,15.84,2017,consumo_intermedio_por_actividad_economica
18.0,C27,Colombia,925.27,2017,consumo_intermedio_por_actividad_economica
19.0,C28,Colombia,298.02,2017,consumo_intermedio_por_actividad_economica
20.0,C29,Colombia,947.12,2017,consumo_intermedio_por_actividad_economica
21.0,C30,Colombia,493.38,2017,consumo_intermedio_por_actividad_economica
22.0,C31,Colombia,343.32,2017,consumo_intermedio_por_actividad_economica
23.0,C32,Colombia,1468.95,2017,consumo_intermedio_por_actividad_economica
24.0,C33,Colombia,-,2017,consumo_intermedio_por_actividad_economica
25.0,CXX,Colombia,-,2017,consumo_intermedio_por_actividad_economica
,,Ecuador,,2017,consumo_intermedio_por_actividad_economica
0.0,C,Ecuador,20289,2017,consumo_intermedio_por_actividad_economica
1.0,C10,Ecuador,10261.22,2017,consumo_intermedio_por_actividad_economica
2.0,C11,Ecuador,782.53,2017,consumo_intermedio_por_actividad_economica
3.0,C12,Ecuador,24.12,2017,consumo_intermedio_por_actividad_economica
4.0,C13,Ecuador,342.52,2017,consumo_intermedio_por_actividad_economica
5.0,C14,Ecuador,163.15,2017,consumo_intermedio_por_actividad_economica
6.0,C15,Ecuador,127.81,2017,consumo_intermedio_por_actividad_economica
7.0,C16,Ecuador,304.67,2017,consumo_intermedio_por_actividad_economica
8.0,C17,Ecuador,1146.46,2017,consumo_intermedio_por_actividad_economica
9.0,C18,Ecuador,229.72,2017,consumo_intermedio_por_actividad_economica
10.0,C19,Ecuador,129.22,2017,consumo_intermedio_por_actividad_economica
11.0,C20,Ecuador,990.93,2017,consumo_intermedio_por_actividad_economica
12.0,C21,Ecuador,247.25,2017,consumo_intermedio_por_actividad_economica
13.0,C22,Ecuador,879.81,2017,consumo_intermedio_por_actividad_economica
14.0,C23,Ecuador,851.87,2017,consumo_intermedio_por_actividad_economica
15.0,C24,Ecuador,1111,2017,consumo_intermedio_por_actividad_economica
16.0,C25,Ecuador,579.31,2017,consumo_intermedio_por_actividad_economica
17.0,C26,Ecuador,217.76,2017,consumo_intermedio_por_actividad_economica
18.0,C27,Ecuador,473.15,2017,consumo_intermedio_por_actividad_economica
19.0,C28,Ecuador,72.75,2017,consumo_intermedio_por_actividad_economica
20.0,C29,Ecuador,673.21,2017,consumo_intermedio_por_actividad_economica
21.0,C30,Ecuador,213.97,2017,consumo_intermedio_por_actividad_economica
22.0,C31,Ecuador,240.1,2017,consumo_intermedio_por_actividad_economica
23.0,C32,Ecuador,79.39,2017,consumo_intermedio_por_actividad_economica
24.0,C33,Ecuador,147.08,2017,consumo_intermedio_por_actividad_economica
25.0,CXX,Ecuador,-,2017,consumo_intermedio_por_actividad_economica
,,México,,2017,consumo_intermedio_por_actividad_economica
0.0,C,México,299323.22,2017,consumo_intermedio_por_actividad_economica
1.0,C10,México,41336.9,2017,consumo_intermedio_por_actividad_economica
2.0,C11,México,12770.89,2017,consumo_intermedio_por_actividad_economica
3.0,C12,México,468.34,2017,consumo_intermedio_por_actividad_economica
4.0,C13,México,8365.95,2017,consumo_intermedio_por_actividad_economica
5.0,C14,México,2463.48,2017,consumo_intermedio_por_actividad_economica
6.0,C15,México,1239.9,2017,consumo_intermedio_por_actividad_economica
7.0,C16,México,963.93,2017,consumo_intermedio_por_actividad_economica
8.0,C17,México,8348.64,2017,consumo_intermedio_por_actividad_economica
9.0,C18,México,608.28,2017,consumo_intermedio_por_actividad_economica
10.0,C19,México,17311.74,2017,consumo_intermedio_por_actividad_economica
11.0,C20,México,30995.87,2017,consumo_intermedio_por_actividad_economica
12.0,C21,México,885,2017,consumo_intermedio_por_actividad_economica
13.0,C22,México,12296.61,2017,consumo_intermedio_por_actividad_economica
14.0,C23,México,14063.77,2017,consumo_intermedio_por_actividad_economica
15.0,C24,México,22198.91,2017,consumo_intermedio_por_actividad_economica
16.0,C25,México,13376.45,2017,consumo_intermedio_por_actividad_economica
17.0,C26,México,4429.29,2017,consumo_intermedio_por_actividad_economica
18.0,C27,México,19049.44,2017,consumo_intermedio_por_actividad_economica
19.0,C28,México,26147.74,2017,consumo_intermedio_por_actividad_economica
20.0,C29,México,60638.46,2017,consumo_intermedio_por_actividad_economica
21.0,C30,México,590.03,2017,consumo_intermedio_por_actividad_economica
22.0,C31,México,442.23,2017,consumo_intermedio_por_actividad_economica
23.0,C32,México,331.37,2017,consumo_intermedio_por_actividad_economica
24.0,C33,México,-,2017,consumo_intermedio_por_actividad_economica
25.0,CXX,México,-,2017,consumo_intermedio_por_actividad_economica
,,Perú,,2017,consumo_intermedio_por_actividad_economica
0.0,C,Perú,54390.44,2017,consumo_intermedio_por_actividad_economica
1.0,C10,Perú,22845.49,2017,consumo_intermedio_por_actividad_economica
2.0,C11,Perú,1734.82,2017,consumo_intermedio_por_actividad_economica
3.0,C12,Perú,-,2017,consumo_intermedio_por_actividad_economica
4.0,C13,Perú,1386.13,2017,consumo_intermedio_por_actividad_economica
5.0,C14,Perú,1423.12,2017,consumo_intermedio_por_actividad_economica
6.0,C15,Perú,256.02,2017,consumo_intermedio_por_actividad_economica
7.0,C16,Perú,236.82,2017,consumo_intermedio_por_actividad_economica
8.0,C17,Perú,880.04,2017,consumo_intermedio_por_actividad_economica
9.0,C18,Perú,571.4,2017,consumo_intermedio_por_actividad_economica
10.0,C19,Perú,5015.73,2017,consumo_intermedio_por_actividad_economica
11.0,C20,Perú,3752.56,2017,consumo_intermedio_por_actividad_economica
12.0,C21,Perú,604.2,2017,consumo_intermedio_por_actividad_economica
13.0,C22,Perú,2820.5,2017,consumo_intermedio_por_actividad_economica
14.0,C23,Perú,2922.96,2017,consumo_intermedio_por_actividad_economica
15.0,C24,Perú,5056.65,2017,consumo_intermedio_por_actividad_economica
16.0,C25,Perú,1449.19,2017,consumo_intermedio_por_actividad_economica
17.0,C26,Perú,13.31,2017,consumo_intermedio_por_actividad_economica
18.0,C27,Perú,593.93,2017,consumo_intermedio_por_actividad_economica
19.0,C28,Perú,810.34,2017,consumo_intermedio_por_actividad_economica
20.0,C29,Perú,348.89,2017,consumo_intermedio_por_actividad_economica
21.0,C30,Perú,177.55,2017,consumo_intermedio_por_actividad_economica
22.0,C31,Perú,281.29,2017,consumo_intermedio_por_actividad_economica
23.0,C32,Perú,972.93,2017,consumo_intermedio_por_actividad_economica
24.0,C33,Perú,236.57,2017,consumo_intermedio_por_actividad_economica
25.0,CXX,Perú,-,2017,consumo_intermedio_por_actividad_economica
,,Uruguay,,2017,consumo_intermedio_por_actividad_economica
0.0,C,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
1.0,C10,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
2.0,C11,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
3.0,C12,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
4.0,C13,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
5.0,C14,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
6.0,C15,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
7.0,C16,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
8.0,C17,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
9.0,C18,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
10.0,C19,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
11.0,C20,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
12.0,C21,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
13.0,C22,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
14.0,C23,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
15.0,C24,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
16.0,C25,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
17.0,C26,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
18.0,C27,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
19.0,C28,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
20.0,C29,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
21.0,C30,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
22.0,C31,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
23.0,C32,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
24.0,C33,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
25.0,CXX,Uruguay,-,2017,consumo_intermedio_por_actividad_economica
,,Brasil,,2018,consumo_intermedio_por_actividad_economica
0.0,C,Brasil,584580.31,2018,consumo_intermedio_por_actividad_economica
1.0,C10,Brasil,137127.13,2018,consumo_intermedio_por_actividad_economica
2.0,C11,Brasil,15598.71,2018,consumo_intermedio_por_actividad_economica
3.0,C12,Brasil,2745.97,2018,consumo_intermedio_por_actividad_economica
4.0,C13,Brasil,8426.54,2018,consumo_intermedio_por_actividad_economica
5.0,C14,Brasil,6212.52,2018,consumo_intermedio_por_actividad_economica
6.0,C15,Brasil,6067.1,2018,consumo_intermedio_por_actividad_economica
7.0,C16,Brasil,4657.38,2018,consumo_intermedio_por_actividad_economica
8.0,C17,Brasil,18905.67,2018,consumo_intermedio_por_actividad_economica
9.0,C18,Brasil,1735.4,2018,consumo_intermedio_por_actividad_economica
10.0,C19,Brasil,52474.08,2018,consumo_intermedio_por_actividad_economica
11.0,C20,Brasil,75162.35,2018,consumo_intermedio_por_actividad_economica
12.0,C21,Brasil,10484.01,2018,consumo_intermedio_por_actividad_economica
13.0,C22,Brasil,20663.26,2018,consumo_intermedio_por_actividad_economica
14.0,C23,Brasil,13962.21,2018,consumo_intermedio_por_actividad_economica
15.0,C24,Brasil,48814.3,2018,consumo_intermedio_por_actividad_economica
16.0,C25,Brasil,14702.52,2018,consumo_intermedio_por_actividad_economica
17.0,C26,Brasil,23405.08,2018,consumo_intermedio_por_actividad_economica
18.0,C27,Brasil,15011.44,2018,consumo_intermedio_por_actividad_economica
19.0,C28,Brasil,23068.36,2018,consumo_intermedio_por_actividad_economica
20.0,C29,Brasil,63722.52,2018,consumo_intermedio_por_actividad_economica
21.0,C30,Brasil,8242.01,2018,consumo_intermedio_por_actividad_economica
22.0,C31,Brasil,5283.97,2018,consumo_intermedio_por_actividad_economica
23.0,C32,Brasil,3803.82,2018,consumo_intermedio_por_actividad_economica
24.0,C33,Brasil,4303.96,2018,consumo_intermedio_por_actividad_economica
25.0,CXX,Brasil,-,2018,consumo_intermedio_por_actividad_economica
,,Chile,,2018,consumo_intermedio_por_actividad_economica
0.0,C,Chile,47939.15,2018,consumo_intermedio_por_actividad_economica
1.0,C10,Chile,16899.29,2018,consumo_intermedio_por_actividad_economica
2.0,C11,Chile,3084.72,2018,consumo_intermedio_por_actividad_economica
3.0,C12,Chile,-,2018,consumo_intermedio_por_actividad_economica
4.0,C13,Chile,243.97,2018,consumo_intermedio_por_actividad_economica
5.0,C14,Chile,168.01,2018,consumo_intermedio_por_actividad_economica
6.0,C15,Chile,162.66,2018,consumo_intermedio_por_actividad_economica
7.0,C16,Chile,2146.53,2018,consumo_intermedio_por_actividad_economica
8.0,C17,Chile,4471.93,2018,consumo_intermedio_por_actividad_economica
9.0,C18,Chile,453.14,2018,consumo_intermedio_por_actividad_economica
10.0,C19,Chile,20.63,2018,consumo_intermedio_por_actividad_economica
11.0,C20,Chile,8849.57,2018,consumo_intermedio_por_actividad_economica
12.0,C21,Chile,757.59,2018,consumo_intermedio_por_actividad_economica
13.0,C22,Chile,1998.43,2018,consumo_intermedio_por_actividad_economica
14.0,C23,Chile,2060.7,2018,consumo_intermedio_por_actividad_economica
15.0,C24,Chile,1364.38,2018,consumo_intermedio_por_actividad_economica
16.0,C25,Chile,1660.93,2018,consumo_intermedio_por_actividad_economica
17.0,C26,Chile,60.43,2018,consumo_intermedio_por_actividad_economica
18.0,C27,Chile,422.3,2018,consumo_intermedio_por_actividad_economica
19.0,C28,Chile,1640.09,2018,consumo_intermedio_por_actividad_economica
20.0,C29,Chile,257.15,2018,consumo_intermedio_por_actividad_economica
21.0,C30,Chile,56.12,2018,consumo_intermedio_por_actividad_economica
22.0,C31,Chile,383.55,2018,consumo_intermedio_por_actividad_economica
23.0,C32,Chile,48,2018,consumo_intermedio_por_actividad_economica
24.0,C33,Chile,706.25,2018,consumo_intermedio_por_actividad_economica
25.0,CXX,Chile,22.78,2018,consumo_intermedio_por_actividad_economica
,,Colombia,,2018,consumo_intermedio_por_actividad_economica
0.0,C,Colombia,48069.73,2018,consumo_intermedio_por_actividad_economica
1.0,C10,Colombia,12166.57,2018,consumo_intermedio_por_actividad_economica
2.0,C11,Colombia,836.98,2018,consumo_intermedio_por_actividad_economica
3.0,C12,Colombia,-,2018,consumo_intermedio_por_actividad_economica
4.0,C13,Colombia,781.38,2018,consumo_intermedio_por_actividad_economica
5.0,C14,Colombia,1248.04,2018,consumo_intermedio_por_actividad_economica
6.0,C15,Colombia,250.4,2018,consumo_intermedio_por_actividad_economica
7.0,C16,Colombia,183.58,2018,consumo_intermedio_por_actividad_economica
8.0,C17,Colombia,1698.45,2018,consumo_intermedio_por_actividad_economica
9.0,C18,Colombia,454.8,2018,consumo_intermedio_por_actividad_economica
10.0,C19,Colombia,9620.34,2018,consumo_intermedio_por_actividad_economica
11.0,C20,Colombia,4486.18,2018,consumo_intermedio_por_actividad_economica
12.0,C21,Colombia,614.15,2018,consumo_intermedio_por_actividad_economica
13.0,C22,Colombia,1858.23,2018,consumo_intermedio_por_actividad_economica
14.0,C23,Colombia,1733.22,2018,consumo_intermedio_por_actividad_economica
15.0,C24,Colombia,2139.98,2018,consumo_intermedio_por_actividad_economica
16.0,C25,Colombia,969.28,2018,consumo_intermedio_por_actividad_economica
17.0,C26,Colombia,-,2018,consumo_intermedio_por_actividad_economica
18.0,C27,Colombia,975.41,2018,consumo_intermedio_por_actividad_economica
19.0,C28,Colombia,294.5,2018,consumo_intermedio_por_actividad_economica
20.0,C29,Colombia,726.04,2018,consumo_intermedio_por_actividad_economica
21.0,C30,Colombia,507.16,2018,consumo_intermedio_por_actividad_economica
22.0,C31,Colombia,361.25,2018,consumo_intermedio_por_actividad_economica
23.0,C32,Colombia,6163.79,2018,consumo_intermedio_por_actividad_economica
24.0,C33,Colombia,-,2018,consumo_intermedio_por_actividad_economica
25.0,CXX,Colombia,-,2018,consumo_intermedio_por_actividad_economica
,,Ecuador,,2018,consumo_intermedio_por_actividad_economica
0.0,C,Ecuador,21263.04,2018,consumo_intermedio_por_actividad_economica
1.0,C10,Ecuador,10531.54,2018,consumo_intermedio_por_actividad_economica
2.0,C11,Ecuador,886.25,2018,consumo_intermedio_por_actividad_economica
3.0,C12,Ecuador,19.6,2018,consumo_intermedio_por_actividad_economica
4.0,C13,Ecuador,405.56,2018,consumo_intermedio_por_actividad_economica
5.0,C14,Ecuador,312.22,2018,consumo_intermedio_por_actividad_economica
6.0,C15,Ecuador,86.9,2018,consumo_intermedio_por_actividad_economica
7.0,C16,Ecuador,332.64,2018,consumo_intermedio_por_actividad_economica
8.0,C17,Ecuador,1245.94,2018,consumo_intermedio_por_actividad_economica
9.0,C18,Ecuador,200.33,2018,consumo_intermedio_por_actividad_economica
10.0,C19,Ecuador,134.17,2018,consumo_intermedio_por_actividad_economica
11.0,C20,Ecuador,1089.24,2018,consumo_intermedio_por_actividad_economica
12.0,C21,Ecuador,346.37,2018,consumo_intermedio_por_actividad_economica
13.0,C22,Ecuador,1111.84,2018,consumo_intermedio_por_actividad_economica
14.0,C23,Ecuador,857.26,2018,consumo_intermedio_por_actividad_economica
15.0,C24,Ecuador,1111.88,2018,consumo_intermedio_por_actividad_economica
16.0,C25,Ecuador,500,2018,consumo_intermedio_por_actividad_economica
17.0,C26,Ecuador,300.01,2018,consumo_intermedio_por_actividad_economica
18.0,C27,Ecuador,453.07,2018,consumo_intermedio_por_actividad_economica
19.0,C28,Ecuador,63.58,2018,consumo_intermedio_por_actividad_economica
20.0,C29,Ecuador,621.77,2018,consumo_intermedio_por_actividad_economica
21.0,C30,Ecuador,212.51,2018,consumo_intermedio_por_actividad_economica
22.0,C31,Ecuador,230.25,2018,consumo_intermedio_por_actividad_economica
23.0,C32,Ecuador,96.14,2018,consumo_intermedio_por_actividad_economica
24.0,C33,Ecuador,113.97,2018,consumo_intermedio_por_actividad_economica
25.0,CXX,Ecuador,-,2018,consumo_intermedio_por_actividad_economica
,,México,,2018,consumo_intermedio_por_actividad_economica
0.0,C,México,315015.76,2018,consumo_intermedio_por_actividad_economica
1.0,C10,México,42764.16,2018,consumo_intermedio_por_actividad_economica
2.0,C11,México,13588.28,2018,consumo_intermedio_por_actividad_economica
3.0,C12,México,464.91,2018,consumo_intermedio_por_actividad_economica
4.0,C13,México,8763.29,2018,consumo_intermedio_por_actividad_economica
5.0,C14,México,2516.67,2018,consumo_intermedio_por_actividad_economica
6.0,C15,México,1240.27,2018,consumo_intermedio_por_actividad_economica
7.0,C16,México,976.25,2018,consumo_intermedio_por_actividad_economica
8.0,C17,México,8939.33,2018,consumo_intermedio_por_actividad_economica
9.0,C18,México,575.47,2018,consumo_intermedio_por_actividad_economica
10.0,C19,México,17983.76,2018,consumo_intermedio_por_actividad_economica
11.0,C20,México,31824.07,2018,consumo_intermedio_por_actividad_economica
12.0,C21,México,914.18,2018,consumo_intermedio_por_actividad_economica
13.0,C22,México,12694.85,2018,consumo_intermedio_por_actividad_economica
14.0,C23,México,15074.82,2018,consumo_intermedio_por_actividad_economica
15.0,C24,México,23764.93,2018,consumo_intermedio_por_actividad_economica
16.0,C25,México,14319.97,2018,consumo_intermedio_por_actividad_economica
17.0,C26,México,4529.67,2018,consumo_intermedio_por_actividad_economica
18.0,C27,México,19988.13,2018,consumo_intermedio_por_actividad_economica
19.0,C28,México,28034.42,2018,consumo_intermedio_por_actividad_economica
20.0,C29,México,64543.14,2018,consumo_intermedio_por_actividad_economica
21.0,C30,México,725.71,2018,consumo_intermedio_por_actividad_economica
22.0,C31,México,438.4,2018,consumo_intermedio_por_actividad_economica
23.0,C32,México,351.08,2018,consumo_intermedio_por_actividad_economica
24.0,C33,México,-,2018,consumo_intermedio_por_actividad_economica
25.0,CXX,México,-,2018,consumo_intermedio_por_actividad_economica
,,Perú,,2018,consumo_intermedio_por_actividad_economica
0.0,C,Perú,58215.11,2018,consumo_intermedio_por_actividad_economica
1.0,C10,Perú,22017.84,2018,consumo_intermedio_por_actividad_economica
2.0,C11,Perú,2223.16,2018,consumo_intermedio_por_actividad_economica
3.0,C12,Perú,-,2018,consumo_intermedio_por_actividad_economica
4.0,C13,Perú,1694.67,2018,consumo_intermedio_por_actividad_economica
5.0,C14,Perú,1525.96,2018,consumo_intermedio_por_actividad_economica
6.0,C15,Perú,255.82,2018,consumo_intermedio_por_actividad_economica
7.0,C16,Perú,328.05,2018,consumo_intermedio_por_actividad_economica
8.0,C17,Perú,1873.57,2018,consumo_intermedio_por_actividad_economica
9.0,C18,Perú,438.13,2018,consumo_intermedio_por_actividad_economica
10.0,C19,Perú,7320.42,2018,consumo_intermedio_por_actividad_economica
11.0,C20,Perú,3721.51,2018,consumo_intermedio_por_actividad_economica
12.0,C21,Perú,552,2018,consumo_intermedio_por_actividad_economica
13.0,C22,Perú,3083.31,2018,consumo_intermedio_por_actividad_economica
14.0,C23,Perú,3664.89,2018,consumo_intermedio_por_actividad_economica
15.0,C24,Perú,5065.39,2018,consumo_intermedio_por_actividad_economica
16.0,C25,Perú,1445.09,2018,consumo_intermedio_por_actividad_economica
17.0,C26,Perú,27.19,2018,consumo_intermedio_por_actividad_economica
18.0,C27,Perú,585.06,2018,consumo_intermedio_por_actividad_economica
19.0,C28,Perú,412.59,2018,consumo_intermedio_por_actividad_economica
20.0,C29,Perú,756.94,2018,consumo_intermedio_por_actividad_economica
21.0,C30,Perú,166.15,2018,consumo_intermedio_por_actividad_economica
22.0,C31,Perú,319.88,2018,consumo_intermedio_por_actividad_economica
23.0,C32,Perú,406.51,2018,consumo_intermedio_por_actividad_economica
24.0,C33,Perú,330.98,2018,consumo_intermedio_por_actividad_economica
25.0,CXX,Perú,-,2018,consumo_intermedio_por_actividad_economica
,,Uruguay,,2018,consumo_intermedio_por_actividad_economica
0.0,C,Uruguay,11882.67,2018,consumo_intermedio_por_actividad_economica
1.0,C10,Uruguay,5574.25,2018,consumo_intermedio_por_actividad_economica
2.0,C11,Uruguay,528.29,2018,consumo_intermedio_por_actividad_economica
3.0,C12,Uruguay,-,2018,consumo_intermedio_por_actividad_economica
4.0,C13,Uruguay,220.29,2018,consumo_intermedio_por_actividad_economica
5.0,C14,Uruguay,46.36,2018,consumo_intermedio_por_actividad_economica
6.0,C15,Uruguay,240.53,2018,consumo_intermedio_por_actividad_economica
7.0,C16,Uruguay,296.89,2018,consumo_intermedio_por_actividad_economica
8.0,C17,Uruguay,1085.81,2018,consumo_intermedio_por_actividad_economica
9.0,C18,Uruguay,71.81,2018,consumo_intermedio_por_actividad_economica
10.0,C19,Uruguay,1521.27,2018,consumo_intermedio_por_actividad_economica
11.0,C20,Uruguay,728.27,2018,consumo_intermedio_por_actividad_economica
12.0,C21,Uruguay,333.75,2018,consumo_intermedio_por_actividad_economica
13.0,C22,Uruguay,348.42,2018,consumo_intermedio_por_actividad_economica
14.0,C23,Uruguay,216.95,2018,consumo_intermedio_por_actividad_economica
15.0,C24,Uruguay,66.06,2018,consumo_intermedio_por_actividad_economica
16.0,C25,Uruguay,181.95,2018,consumo_intermedio_por_actividad_economica
17.0,C26,Uruguay,1.95,2018,consumo_intermedio_por_actividad_economica
18.0,C27,Uruguay,67.53,2018,consumo_intermedio_por_actividad_economica
19.0,C28,Uruguay,5.56,2018,consumo_intermedio_por_actividad_economica
20.0,C29,Uruguay,194.57,2018,consumo_intermedio_por_actividad_economica
21.0,C30,Uruguay,-,2018,consumo_intermedio_por_actividad_economica
22.0,C31,Uruguay,41.17,2018,consumo_intermedio_por_actividad_economica
23.0,C32,Uruguay,22.04,2018,consumo_intermedio_por_actividad_economica
24.0,C33,Uruguay,88.95,2018,consumo_intermedio_por_actividad_economica
25.0,CXX,Uruguay,-,2018,consumo_intermedio_por_actividad_economica
,,Brasil,,2019,consumo_intermedio_por_actividad_economica
0.0,C,Brasil,562466.02,2019,consumo_intermedio_por_actividad_economica
1.0,C10,Brasil,130332.83,2019,consumo_intermedio_por_actividad_economica
2.0,C11,Brasil,16558.08,2019,consumo_intermedio_por_actividad_economica
3.0,C12,Brasil,2713.15,2019,consumo_intermedio_por_actividad_economica
4.0,C13,Brasil,8101.41,2019,consumo_intermedio_por_actividad_economica
5.0,C14,Brasil,5964.08,2019,consumo_intermedio_por_actividad_economica
6.0,C15,Brasil,5574.18,2019,consumo_intermedio_por_actividad_economica
7.0,C16,Brasil,4247.84,2019,consumo_intermedio_por_actividad_economica
8.0,C17,Brasil,18831.87,2019,consumo_intermedio_por_actividad_economica
9.0,C18,Brasil,1776.59,2019,consumo_intermedio_por_actividad_economica
10.0,C19,Brasil,47186.42,2019,consumo_intermedio_por_actividad_economica
11.0,C20,Brasil,76438.46,2019,consumo_intermedio_por_actividad_economica
12.0,C21,Brasil,9308.77,2019,consumo_intermedio_por_actividad_economica
13.0,C22,Brasil,19761.26,2019,consumo_intermedio_por_actividad_economica
14.0,C23,Brasil,13890.17,2019,consumo_intermedio_por_actividad_economica
15.0,C24,Brasil,45020.12,2019,consumo_intermedio_por_actividad_economica
16.0,C25,Brasil,13852.75,2019,consumo_intermedio_por_actividad_economica
17.0,C26,Brasil,20862.29,2019,consumo_intermedio_por_actividad_economica
18.0,C27,Brasil,15455.76,2019,consumo_intermedio_por_actividad_economica
19.0,C28,Brasil,23391.18,2019,consumo_intermedio_por_actividad_economica
20.0,C29,Brasil,63722.33,2019,consumo_intermedio_por_actividad_economica
21.0,C30,Brasil,7308.49,2019,consumo_intermedio_por_actividad_economica
22.0,C31,Brasil,5095.77,2019,consumo_intermedio_por_actividad_economica
23.0,C32,Brasil,3558.72,2019,consumo_intermedio_por_actividad_economica
24.0,C33,Brasil,3513.5,2019,consumo_intermedio_por_actividad_economica
25.0,CXX,Brasil,-,2019,consumo_intermedio_por_actividad_economica
,,Chile,,2019,consumo_intermedio_por_actividad_economica
0.0,C,Chile,47494.07,2019,consumo_intermedio_por_actividad_economica
